Canonical_Isomeric_SMILES(sources: PubChem_ChEMBL_and_EMBL-EBI),CHEMBL_synonyms_PubChem_SID,Label: 0-Inactive  1-Active 
CCCCCCOC1=C(C=C(C2=NC=CC(=C12)C)NC(C)CCCN)OC,CHEMBL18679,0
COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)Cl,CHEMBL374741,0
C1=CC2=C(C=CN=C2C=C1Cl)NCCN3C(=CN=N3)CN4C5=C(C=C(C=C5)Br)C(=O)C4=O,CHEMBL2337378,0
C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)C(F)(F)F,CHEMBL139460,0
CC1=CC=C(C=C1)N2[C@@H]([C@@H](C2=O)N=[N+]=[N-])/C=C/C3=CC=CC=C3,CHEMBL1807626,0
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O[C@@H]5[C@@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@@](CC7)(OO8)C)C)C)C,CHEMBL450692,0
C1C(CC(=O)C2=C1NC3=C(S2)C=C(C=C3)F)C4=CC=C(C=C4)Cl,CHEMBL90245,0
CC(=O)OCC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,CHEMBL3104736,0
C1CN(CCN1C2=CC=C(C=C2)C3OCCO3)C4=CC=C(C=C4)C5OCCO5,CHEMBL90753,0
CC1=CC=C(C=C1)SC(C2=CC=C(C=C2)OC)C3=CN=CC=C3,CHEMBL560680,0
COC1=C(C(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)F)OC)OC,CHEMBL139358,0
C1=CC=C2C(=C1)C=CC(=N2)CC(C3=CC=C(C=C3)F)O,CHEMBL334308,0
C[N+]1=C2C3=C(C=CC(=C3)Cl)NC2=C(C4=CC=CC=C41)Cl.[I-],CHEMBL109192,0
C1COCCN1CCN2CC(=O)N3[C@@H](C2=O)CC4=C([C@H]3C5=CC6=C(C=C5)OCO6)NC7=CC=CC=C47,CHEMBL30936,0
CC1=CC(=CC=C1)/C=C/C(=O)C2=CC=C(C=C2)O,CHEMBL137166,0
CC1=C(C(=NC(=N1)C2=CC=CC=N2)NCCC3=CC=CC=C3)Cl,CHEMBL472879,0
CC(=CCC1=C(C2=CC=CC=C2C3=NC4=CC=CC=C4N=C13)O)C,CHEMBL280012,0
CC1=CC(=CC=C1)NC2=NC(=NC3=CC=CC=C32)C(Cl)(Cl)Cl,CHEMBL559400,0
C1CSC(=S)N1CC2=CC=CC=C2,CHEMBL394409,0
COC1=CC=CC=C1OC2=NC(=NC3=CC=CC=C32)C(Cl)(Cl)Cl,CHEMBL1822439,0
CCOC(=O)/C=C\C(=O)OC[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C,CHEMBL1089747,0
CCN1C=CC(=NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C4=C1C=C(C=C4)Cl,CHEMBL2381926,0
CC(C)C1=C(C=CC2=C1CC[C@@H]3[C@@]2(CCCC3(C)C)C)OCC(CN4CCCCC4)O,CHEMBL1929344,0
C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,CHEMBL490,0
CC1=NC2=CN=NC=C2N1C3=C(C=C(C=C3)Cl)C(=O)C4=CC=CC=C4Cl,CHEMBL1213315,0
COC1=CC(=C(C=C1)/C=C/C(=O)C2=C(C(=C(C=C2)OC)OC)OC)OC,CHEMBL136175,0
C1=CN(C(=O)NC1=O)CCCCCO,CHEMBL212427,0
CCCCCCCCCCCCNC(=O)CCC1=CC=C(C=C1)O,CHEMBL463203,0
C1=CC=C(C=C1)C2N=C(N=C(N2C3=CC(=CC=C3)Cl)N)N,CHEMBL329687,0
CC1C(=C(C(=O)S1)C)OCC(CN2C=C(N=N2)COC3=CC=C(C=C3)C(=O)/C=C/C4=C(C=C(C=C4)OC)OC)O,CHEMBL1093718,0
CC(=O)O[C@H]1CCC([C@]2([C@]1([C@H]3CC4=C(C=CO4)C(=C)[C@@H]3[C@H]([C@@H]2OC(=O)C)O)C)O)(C)C,CHEMBL400084,0
CC(=O)O[C@@H]1[C@@H](CO[C@H]([C@H]1O)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@H]5[C@@H]4CC=C3C2)C=C)C)C)O,CHEMBL463004,0
C1=CC=C(C=C1)C2=C3C(=NC=C2)C4=CC=CC=C4N3,CHEMBL174748,0
C1COC2=C(O1)C=CC(=C2)C(=O)NCCCNC3=NC4=CC=CC=C4N3,CHEMBL3581841,0
C1COCCN1C2=CC=C(C=C2)CN3CC(=O)N4[C@@H](C3=O)CC5=C([C@H]4C6=CC7=C(C=C6)OCO7)NC8=CC=CC=C58,CHEMBL1774621,0
CCCCCNC(=O)CNC(=O)[C@@H](C(C)(C)CO)O,CHEMBL2408995,0
CC1(C=CC2=C(O1)C=CC3=C2OC[C@H](C3)C4=C(C(=C(C=C4)OC)O)OC)C,CHEMBL498725,0
C1=CC2=C(C=CN=C2C=C1Cl)NCCOCCOCCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL136459,0
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)C4=NC(=NC=C4)N,CHEMBL3426276,0
CC1=CC=C(C=C1)SC(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C(=O)C3=O)O,CHEMBL2316636,0
COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(F)(F)F,CHEMBL423911,0
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)C=NC4=CC=CC=C4,CHEMBL1796412,0
C1CN(C[C@@H]1N2CC(=O)N3[C@@H](C2=O)CC4=C([C@@H]3C5=CC6=C(C=C5)OCO6)NC7=CC=CC=C47)CC8=CC=CC=C8,CHEMBL1774694,0
C1CN(CCN1)CC(COCC2=CC=CC=C2)O,CHEMBL230954,0
CC(C)CN(C1=NC(=NC=C1Br)C#N)NC(=O)C2=CN=C(C=C2)N3CCOCC3,CHEMBL1215343,0
CC1=CC(=O)C[C@@H]2[C@@]1(CC[C@H]([C@@]2(C)CCC3=CCOC3=O)COC(=O)C(C)(C)C)C,CHEMBL1170173,0
COC1=CC(=O)C2=C(C1=O)CCC3=CC=CC=C3O2,CHEMBL227903,0
C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,CHEMBL309490,0
CCCCC[C@H]1C=C[C@H](OO1)CC(=O)OCC,CHEMBL1644939,0
C1=CC(=CC=C1CC2=CN=C(N=C2N)N)OCCCOC3=CC(=C(C=C3Cl)Cl)Cl,CHEMBL25112,0
CSC1=CC=C(C=C1)SC(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C(=O)C3=O)O,CHEMBL2316635,0
C=CCOC[C@H]1CC2=C([C@H]3N1CCCC3)N(C4=CC=CC=C24)CC5=CC=CC=C5,CHEMBL1951007,0
CCCCCNC(=O)CCCNC(=O)[C@@H](C(C)(C)CO)O,CHEMBL2408989,0
C1=CC(=CC=C1C(=O)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OC3=C(C4=C(C=C3O)OC5=CC(=C(C=C5C4=O)O)O)O)CO)O)O,CHEMBL573652,0
CC(C)(C)C1=CC=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3OC)OC,CHEMBL1213665,0
CC(C)CCC[C@@]1([C@H](C[C@@]2(C(=C(C(=O)[C@]1(C2=O)C(=O)C(C)C)CCC(C)C)O)CCC(C)C)CCC(C)C)C.C1CCC(CC1)NC2CCCCC2,CHEMBL390257,0
CC(=O)O[C@@H]1CO[C@H]([C@H]([C@@H]1O)O)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@H]5[C@@H]4CC=C3C2)C=C)C)C,CHEMBL463005,0
CC1=CC(=CC=C1)C2OOC(OO2)C3=CC=C(C=C3)CO,CHEMBL1796431,0
CC(C)[C@H]1C(=O)N(C2(N1)CCCCCC2)CCCC(C)NC3=C4C(=CC(=C3)OC)C=CC=N4,CHEMBL194225,0
CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,CHEMBL294951,0
CC1=CC=C(C=C1)NC(=S)N(CC2=CC3=C(C=C2)OCO3)CC4=CC5=CC=CC(=C5NC4=O)C,CHEMBL1780020,0
CC(C)(C)S(=O)(=O)CC(=O)C1=C(C=C(C=C1)Cl)Cl,CHEMBL489904,0
CC1=CC(=C(C=C1)O)/C=N/NC(=O)C2=CC=C(C=C2)Cl,CHEMBL274958,0
CN(C)C=NC(=O)C1C(C2C3=CC=CC=C3C1C4=CC=CC=C24)C(=O)N=CN(C)C,CHEMBL1627157,0
C1C(=C(C(=NC2=CC3=CC=CC=C3C=C2)S1)C(=O)O)O,CHEMBL2431521,0
C1=CC=C(C=C1)C(=O)/C=C\2/C3=C(C=CC(=C3)Br)NC2=O,CHEMBL363491,0
CCCC[C@H](CC)C[C@]1(C[C@@H]([C@@H](OO1)CC(=O)OC)CC)CC,CHEMBL3326157,0
C1CC1NC(=O)C2=CC=C(O2)CSCC3=CC=CC=C3Cl,CHEMBL585651,0
CC1=C(C=C(C=C1)N=C(N)N)C,CHEMBL443320,0
C/C(=C\1/CCC2(C1=CC3=C(O2)C=CC4=C(C(=CC(=C43)OC)C(=O)O)O)C)/C=O,CHEMBL2071296,0
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CHEMBL8,0
CCCCOC1=C(C(=O)C1=O)N(CCC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)OCC3=CC=CC=C3,CHEMBL3218340,0
COC1=CC=CC(=C1OC)/C=C/C(=O)OCC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=CC=C4O,CHEMBL3104870,0
CC1=CSC(=N1)NC(=O)C2=CC(=NN2CC3=CC=CC=C3)C(C)(C)C,CHEMBL1917516,0
CC1(C(CC2=C(O1)C3=CC=CC=C3C4=NC5=CC=CC=C5N=C24)S(=O)(=O)O)C,CHEMBL278722,0
C1=CC=C(C=C1)/C=C/[C@@H]2[C@@H](C(=O)N2C3=CC=CC=C3)NCC4=CN(N=N4)C5=C6C=CC(=CC6=NC=C5)Cl,CHEMBL1934540,0
CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)[C@@H](CN3CCN(CC3)CC4=CC=C(C=C4)Cl)O,CHEMBL555144,0
CCCCCCCN1C=C[N+](=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-],CHEMBL2338359,0
CCC1=CC=CC=C1/C=C\2/C(=O)C3=C(N2)C=C(C=C3OC)OC,CHEMBL1213794,0
C1=CC=C2C(=C1)C(=NC(=N2)C(Cl)(Cl)Cl)NC3=C(C(=CC=C3)Cl)Cl,CHEMBL549845,0
C[C@@H]1[C@@H]([C@]2(C[C@]13C(=CC2=O)OCO3)CC=C)C4=CC(=C(C(=C4)OC)OC)OC,CHEMBL3577191,0
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)CNCC4=CC=CC=C4,CHEMBL1796423,0
C1=CC=C2C(=C1)C(=NC(=N2)C(Cl)(Cl)Cl)OC3=CC=C(C=C3)C(F)(F)F,CHEMBL1822428,0
C1CN1CCO,CHEMBL118671,0
CC(C)(C)OOCN1CCC(CC1)C2=CC=CC=C2,CHEMBL158418,0
C[N+]1=CN(C=C1)CCCCN2C=C[N+](=C2)C.[I-].[I-],CHEMBL1923930,0
CCCC[C@]1([C@H](CC(OO1)(CCCC)CCCC)C(=O)OC)OC,CHEMBL1927491,0
CC1=CC2=C(C=C1)N3C(=N2)C4=CC=CC=C4C3(CC5=CC=C(C=C5)SC)O,CHEMBL1834943,0
C1=CC=C2C(=C1)C(=NC(=N2)C(Cl)(Cl)Cl)OC3=CC(=CC=C3)F,CHEMBL1822426,0
C1CCC2(CC1)OOC(OO2)C3=CC=CC=C3,CHEMBL258071,0
C1=NC2=C(N1)C(=NC=N2)NN,CHEMBL394752,0
CC(C)C[C@@H](C(=O)NNC1=C(C(=O)C1=O)OC)NC(=O)OC(C)(C)C,CHEMBL3218328,0
COC1=C(C(=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C(F)(F)F)OC)OC,CHEMBL139479,0
CN1C=CC(=NC2=CC=CC(=C2)CCC3=CC=CC=C3)C(=C1)N.C(F)(F)(F)S(=O)(=O)O,CHEMBL564704,0
CCCCCCCCCCOC(=O)C[C@@H]1C[C@H](C[C@@]2(O1)CCC3(O2)C=CC(=O)C=C3)O,CHEMBL525743,0
CC(=O)OCCCCCCCCCCC(C#CC#CC(C=C)OC(=O)C)O,CHEMBL252748,0
COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)O)O,CHEMBL209257,0
CCCSCC1=C(C2=CC=CC=C2C(=O)C1=O)O,CHEMBL2316646,0
C1C2C(O2)C(OO1)(C3=CC=CC=C3)C4=CC=CC=C4,CHEMBL53639,0
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,CHEMBL1043,0
COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)/C=C/C3=CC(=C(C(=C3)OC)O)OC,CHEMBL1950423,0
C1=CC(=CC(=C1)OCCCOC2=CC(=C(C=C2Cl)Cl)Cl)C3N=C(N=C(N3C4=CC(=CC=C4)Cl)N)N,CHEMBL159052,0
CC1=CC(=O)C[C@@H]2[C@@]1(CC[C@H]([C@@]2(C)CCC3=CCOC3=O)COCC4=CC=C(C=C4)Cl)C,CHEMBL1170115,0
C1=CC(=CC=C1C2=C(N(C3=C([N+]2=O)C=CC(=C3)C(F)(F)F)[O-])C#N)Cl,CHEMBL523962,0
CC(C)C[C@@H](C(=O)NN(CCC1=CC=CC=C1)C(=O)/C=C/S(=O)(=O)C)NC(=O)OC(C)(C)C,CHEMBL1928653,0
COC1=C(C=C(C=C1)[C@H](CNC(=O)/C=C/C2=CC=CC=C2)C(=O)/C=C/C3=CC=CC=C3)OC,CHEMBL469834,0
CC1=C(C(=O)C(=C(N1)C)Cl)C2=CC=CC=C2,CHEMBL505208,0
CCOC(=O)CC1=CC=C(C=C1)CC2=CN(C=N2)CC3=CC=CC=C3,CHEMBL2234254,0
C1CCC2(C(C1)C3CCCCC3(OO2)OC(=O)CC(=O)O)O,CHEMBL60505,0
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)NO,CHEMBL236538,0
CN1C(=CC(=O)C(=C1CN2CCOCC2)O)CO,CHEMBL450555,0
[B-](F)(F)(F)F.C[N+]1=C(N(N=C1C2=CC=CC=C2)CC3=CC=CC=C3)C4=CC=CC=C4,CHEMBL1214232,0
COC1=CC=CC2=C1C[C@@H]3[C@@H](C4=C(C=CC=C4OC)O[C@@]3(O2)C5=CC=CC=C5)/C=C/C6=CC=CC=C6,CHEMBL1947242,0
COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)OCC3=CN(N=N3)CC(CN4C5=C(C=C(C=C5)Cl)C(=O)C4=O)O,CHEMBL1088957,0
C1CC1NC(=O)C2=C(CSC2=NC3=CC4=CC=CC=C4C=C3)O,CHEMBL2431494,0
C1=CC2=C(N=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CSC=N4)Cl,CHEMBL2408357,0
CC1(OC(=O)C(=CC2=CC=CC=C2[N+](=O)[O-])C(=O)O1)C,CHEMBL1214029,0
C1CCN(CC1)C23CCN(C(C(C2)C4=CC=C(C=C4)Cl)C(C3)C5=CC=C(C=C5)Cl)CC(=O)N,CHEMBL486496,0
C1=CC=C(C=C1)CNC2=CC=C(C=C2)/C=C\3/C(=O)C4=CC=CC=C4O3,CHEMBL3262100,0
CCCNC(=O)C1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)C,CHEMBL1796560,0
CCOC(C1=CC2=CC=CC=C2N=C1)C(=O)NC3=CC(=C(C=C3)Cl)Cl,CHEMBL3753506,0
COC1=CC=C(C=C1)SCC2=C(C3=CC=CC=C3C(=O)C2=O)O,CHEMBL2316658,0
COC1=C(C=C(C=C1)C(=O)OCC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=CC=C4O)OC,CHEMBL3104864,0
C1=CC(=CC(=C1)OC2=CC=C(C=C2)Cl)C3N=C(N=C(N3C4=CC(=CC=C4)Cl)N)N,CHEMBL158570,0
C1=CC=C(C=C1)NNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,CHEMBL398404,0
CC(C)(CO)[C@H](C(=O)NCCCC(=O)NCC1CC1)O,CHEMBL2408795,0
CCCCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL55837,0
CC1CC2=CC(=O)C=C3C2=C(O1)C=C(O3)C,CHEMBL1078969,0
CCN(CC)CC1=C(C=CC(=C1)N=C2C=CN(C(=C2)C)C)O.I,CHEMBL556257,0
C1=CC=C2C(=C1)C(=NC(=N2)C(Cl)(Cl)Cl)OC3=CC=C(C=C3)F,CHEMBL1822425,0
CC(C)CNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O,CHEMBL2408817,0
C1=CC=C2C(=C1)NC(=N2)NCCCNC(=O)C3=C(C=C(C=C3)Cl)Cl,CHEMBL3581809,0
C[C@H]1CO[C@H]2[C@]13CC[C@@]([C@@H]4[C@H]2[C@H]([C@H](C4)OCC5=CC=C(C=C5)OC)C)(OO3)C,CHEMBL1277319,0
C1=NC2=C(N1)C(=NC(=N2)N)Cl,CHEMBL226396,0
C1CN(CCN1CCCNC2=C3C=CC(=CC3=NC=C2)Cl)CCCNC(=O)C(C4=CC(=CC=C4)Cl)N5C=CN=C5,CHEMBL238329,0
CCCS(=O)(=O)N1CCN(CC1)C2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL2386196,0
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)C=NCCC4=CC=CC=C4,CHEMBL1796414,0
CN1CCC2=C[C@@H]([C@@H]3[C@H]([C@@H]21)C4=CC5=C(C=C4C(=O)O3)OCO5)O,CHEMBL457606,0
C[C@@H]1[C@@H](C(=O)C2=CC3=C(C=C2[C@H]1C4=CC(=C(C=C4)OC)OC)OCO3)C,CHEMBL521156,0
C[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@]25[C@H](O5)C[C@@H](C3)[C@@]6(C4)CO6)C)C(=O)OC,CHEMBL2373964,0
C1=CC=C(C=C1)COC(=O)N[C@@H](CC2=CC=C(C=C2)N=C(N)N)C#N,CHEMBL1089376,0
CN1CCN(CC1)C2=NC3=C(C=C(C=C3)Cl)C4=C2C(=O)C5=CC=CC=C54,CHEMBL3344521,0
COC1=C(C(=CC=C1)OC)C(=O)/C=C/C2=CC=NC3=CC=CC=C23,CHEMBL218739,0
C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N,CHEMBL522502,0
CC1(C(CC2=C(O1)C3=CC=CC=C3C4=NC5=CC=CC=C5N=C24)I)C,CHEMBL15688,0
C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)OC4=CC=C(C=C4)Cl,CHEMBL2437290,0
C1CN2C(=N1)C3=CC=CC=C3C2(CC4=C(C=C(C=C4)F)F)O,CHEMBL1834888,0
CN1CC[C@H]2[C@@H]1[C@H]3[C@@H]([C@H](C2)O)OC(=O)C4=CC5=C(C=C34)OCO5,CHEMBL2377312,0
C/C(=C\CC/C=C(\C)/CC/C=C(\C)/CC[C@H](C(C)(C)O)O)/CC/C=C(\C)/CC[C@H]([C@](C)(COC(=O)C)O)OC(=O)C,CHEMBL402771,0
COC1=CC=CC2=C1C[C@@H]3[C@@H](C4=C(C=CC=C4OC)O[C@@]3(O2)C5=CC=C(C=C5)Cl)/C=C/C6=CC=C(C=C6)Cl,CHEMBL1944817,0
CCCCCCCCCCCOCCOCCOCCOCCOCCO,CHEMBL1213506,0
CN1CCC2=C([C@@H]1C[C@H]3C[C@H]4C5=C(CCN4C[C@@H]3C=C)C6=C(N5)C=CC(=C6)O)NC7=CC=CC=C27,CHEMBL1213122,0
C1=CC=C(C=C1)NC2=CC(=O)C3=CC=CC=C3C2=O,CHEMBL84010,0
C1=CC=C2C(=C1)C(=O)N(C(S2)C3=CC=C(C=C3)Cl)CCCCNC4=C5C=CC(=CC5=NC=C4)Cl,CHEMBL219537,0
CC1=CC=C(C=C1)S(=O)(=O)NCCCCNC2=C3C=NN(C3=NC=C2C#N)C4=CC=CC=C4,CHEMBL3827949,0
CN(C)C12CC(C(C(C1)C3=CC=C(C=C3)Cl)/C(=N/O)/C2)C4=CC=C(C=C4)Cl,CHEMBL374557,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,CHEMBL250450,0
CCN(CC)C(=O)C1=C(C(=C(S1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C)C(=O)OC)C,CHEMBL1780016,0
CC1=CC=CC=C1C2OOC(OO2)C3=CC=C(C=C3)CO,CHEMBL1796432,0
C1=CC=C2C(=C1)C(=C(C(=O)C2=O)CSC3=CC=C(C=C3)F)O,CHEMBL2316654,0
CC(C)C[C@@H](C(=O)NN(CCC1=CC=CC=C1)C2=C(C(=O)C2=O)OC)NC(=O)OC(C)(C)C,CHEMBL3218330,0
C1=CC2=C(N=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=COC=C4)Cl,CHEMBL2408356,0
CCOP(=O)(NC(C)C)OC1=NC=C(C(=C1)C)[N+](=O)[O-],CHEMBL2391947,0
CCOP(=O)(NC(C)C)OC1=C(C=C(C=C1)C)Br,CHEMBL1835170,0
C1=CC=C(C=C1)COC(=O)N(CCCCN2C=CN=C2)CC#N,CHEMBL1091472,0
CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@]4(C3=O)O)OC)OC)C,CHEMBL241806,0
CN(C)C12CC(C(C(C1)C3=CC=C(C=C3)OC)C(C2)O)C4=CC=C(C=C4)OC,CHEMBL427054,0
CC1=NC2=CC=CC=C2C(=N1)NC3=CC(=CC=C3)Cl,CHEMBL557512,0
CC(=CCC/C(=C/CC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C(=CC=C3)O)/C)C,CHEMBL482023,0
C1=CC=C(C=C1)N2C(=C(N=N2)CS[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)I,CHEMBL2442164,0
C/C=C/1\[C@H](C[C@@H]2N(C1)CCC3=C2NC4=CC=CC=C34)C5CC(CC5)[C@@H]6/C(=C\C)/CN7[C@@H](C6)C8=C(C9=CC=CC=C9N8)CC7,CHEMBL486762,0
C[C@H]1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,CHEMBL1233654,0
COC1=CC(=C(C=C1)OC)C(=O)/C=C/C2=CC=NC3=CC=CC=C23,CHEMBL218437,0
CC(C)(CO)[C@H](C(=O)NCCCC(=O)NCC1=CC2=C(C=C1)OCO2)O,CHEMBL2408803,0
C1COCCN1C2=NC(=NC(=N2)NCCNC3=CN=C4C=C(C=CC4=C3)Cl)N5CCOCC5,CHEMBL596428,0
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O[C@H]5[C@@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@@](CC7)(OO8)C)C)C)C,CHEMBL450166,0
CC1=C2C(=C(C=C(C2=NC=C1)NC(C)CCCN)OC)OCCCCCC3=CC=CC=C3C(F)(F)F,CHEMBL1213813,0
CC(=O)C1=C2C(=CC(=N1)C(=O)NCCC3=CC=CC=C3)C4=CC=CC=C4N2,CHEMBL1928402,0
C1=CC=C(C=C1)S(=O)(=O)NCCNC2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL3601501,0
C1=CC=C(C=C1)CC2=CC=C(C=C2)/C=C\3/C(=O)C4=CC=CC=C4O3,CHEMBL3262096,0
CCN(CC)CC1=C(C=CC(=C1)N=C2C=CN(C=C2)C)O.I,CHEMBL559073,0
C[C@@H]1C(=O)N(C(N1C(=O)CN)(C)C)CCCC(C)NC2=C3C(=CC(=C2)OC)C=CC=N3,CHEMBL570211,0
C1CN2C[C@]1(C[C@@H]2CNCC3=CC=C(C=C3)Cl)C4=CC=CC=C4,CHEMBL2338058,0
C1[C@H](O[C@](O1)(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)COC4=CC=C(C=C4)O.Cl,CHEMBL473375,0
C1=CC=C2C=C(C=CC2=C1)C(C/C(=N/N=C/C3=CC=C(C=C3)F)/N)O,CHEMBL3335112,0
C1CN=C(N1)NC2=CC=C(C=C2)N,CHEMBL270900,0
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)NC(=O)C(=O)NCCCCCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL2071259,0
C(C(CO)N)O,CHEMBL116834,0
C1C2CC3CC1CC(C2)(C3)NCCCN4C=C5C=CC=CC5=C4C#N,CHEMBL1830320,0
CCOC(=O)COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OCC(=O)N4CCN(CC4)C)O)OC,CHEMBL230907,0
C1=CC=C(C=C1)C(=O)OCC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=CC=C4O,CHEMBL3104737,0
CC(=O)NC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)OC,CHEMBL1214670,0
CC(C)C1=NC(=CN1CC2=CC=CC=C2)CC(C(=O)O)N,CHEMBL47458,0
C1=CC(=CC(=C1)F)C(=O)NCCC2=NC(=NN2)C3=CC=C(C=C3)F,CHEMBL2094683,0
CCOC(=O)C(=CNC1=CC2=C(C=C1)SC3=CC=CC=C32)C(=O)OCC,CHEMBL218467,0
C1COCCN1CC(=O)[C@H](CCC2=CC=CC=C2)NC(=O)[C@@H]3C[C@H](CN3C(=O)OCC4=CC=CC=C4)O,CHEMBL3120850,0
CC1=CC(=CC=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL127588,0
CCCCCCCCN1C=C[N+](=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-],CHEMBL2338360,0
CCCCCCCCCCCCCCCC1CC(=O)NCCCNCCCCNCCCN1,CHEMBL1173580,0
CCN(CC)CCCC(C)NC1=NC2=CC=CC=C2N3C1=CC=C3,CHEMBL61266,0
C1[C@@H](OCP(=O)(O1)O)CN2CNC3=C2N=C(NC3=O)N,CHEMBL557887,0
CCOC(=O)CN=CC1=C(NC2=CC=CC=C21)O,CHEMBL1689594,0
CC(C)C[C@@H](C(=O)NNC(=O)/C=C/S(=O)(=O)C1=CC=CC=C1)NC(=O)OC(C)(C)C,CHEMBL1928650,0
CN(C)CC1=CC2C3=CC=CC=C3C1C4=CC=CC=C24,CHEMBL321924,0
CCOC(C1=CC=NC2=CC=CC=C12)C(=O)NC3=CC(=C(C=C3)Cl)Cl,CHEMBL3752731,0
COC1=CC=C(C=C1)C(=O)/C=C/C2=CC(=C(C=C2OC)OC)OC,CHEMBL1290135,0
CC1=C[C@@]23CC[C@H]4[C@]([C@@H]2CC[C@H]1C3)(CCC[C@@]4(C)C(=O)OC)C,CHEMBL2374206,0
C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=CC=C3)C4=CC(=CC=C4)F.[Cl-],CHEMBL402755,0
